order_id,customer_id,sku,product_name,category,quantity,unit_price,line_value,margin
ORD_0025,CUST_003,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_0026,CUST_003,SPIR005,Tequila Silver 750ml,Tequila,137,30.0,4110.0,0.48
ORD_0027,CUST_003,WINE002,White Wine 750ml,White,135,12.0,1620.0,0.45
ORD_0027,CUST_003,BEER001,Premium Lager 355ml,Premium,26,3.5,91.0,0.35
ORD_0027,CUST_003,BEER005,Pilsner 330ml,Pilsner,5,3.2,16.0,0.32
ORD_0027,CUST_003,BEER008,Amber Ale 355ml,Amber,83,4.2,348.6,0.37
ORD_0027,CUST_003,BEER004,Wheat Beer 473ml,Wheat,16,4.5,72.0,0.38
ORD_0027,CUST_003,NAB001,Sparkling Water 500ml,Sparkling,85,1.5,127.5,0.4
ORD_0027,CUST_003,SPIR003,Rum Gold 750ml,Rum,1,22.0,22.0,0.42
ORD_0027,CUST_003,BEER002,Craft IPA 473ml,Craft,9,5.0,45.0,0.4
ORD_0028,CUST_003,SPIR006,Brandy 750ml,Brandy,17,32.0,544.0,0.47
ORD_0028,CUST_003,BEER006,Stout 355ml,Stout,522,4.8,2505.6,0.42
ORD_0029,CUST_003,SPIR004,Gin Premium 750ml,Gin,40,28.0,1120.0,0.46
ORD_0029,CUST_003,BEER005,Pilsner 330ml,Pilsner,278,3.2,889.6,0.32
ORD_0029,CUST_003,BEER006,Stout 355ml,Stout,244,4.8,1171.2,0.42
ORD_0029,CUST_003,BEER004,Wheat Beer 473ml,Wheat,6,4.5,27.0,0.38
ORD_0029,CUST_003,WINE001,Red Wine Premium 750ml,Red,4,15.0,60.0,0.5
ORD_0029,CUST_003,NAB003,Juice Orange 1L,Juice,8,3.0,24.0,0.3
ORD_0029,CUST_003,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_0030,CUST_003,BEER003,Light Beer 355ml,Light,102,3.0,306.0,0.3
ORD_0030,CUST_003,NAB003,Juice Orange 1L,Juice,386,3.0,1158.0,0.3
ORD_0030,CUST_003,BEER004,Wheat Beer 473ml,Wheat,103,4.5,463.5,0.38
ORD_0030,CUST_003,BEER006,Stout 355ml,Stout,4,4.8,19.2,0.42
ORD_0030,CUST_003,WINE001,Red Wine Premium 750ml,Red,8,15.0,120.0,0.5
ORD_0031,CUST_003,BEER006,Stout 355ml,Stout,50,4.8,240.0,0.42
ORD_0031,CUST_003,SPIR003,Rum Gold 750ml,Rum,67,22.0,1474.0,0.42
ORD_0031,CUST_003,BEER007,Pale Ale 473ml,Pale,35,4.75,166.25,0.41
ORD_0031,CUST_003,SPIR006,Brandy 750ml,Brandy,4,32.0,128.0,0.47
ORD_0031,CUST_003,BEER003,Light Beer 355ml,Light,7,3.0,21.0,0.3
ORD_0031,CUST_003,WINE002,White Wine 750ml,White,1,12.0,12.0,0.45
ORD_0031,CUST_003,NAB003,Juice Orange 1L,Juice,1,3.0,3.0,0.3
ORD_0032,CUST_004,NAB001,Sparkling Water 500ml,Sparkling,663,1.5,994.5,0.4
ORD_0032,CUST_004,BEER003,Light Beer 355ml,Light,11,3.0,33.0,0.3
ORD_0032,CUST_004,WINE003,Sparkling Wine 750ml,Sparkling,122,18.0,2196.0,0.55
ORD_0032,CUST_004,BEER001,Premium Lager 355ml,Premium,8,3.5,28.0,0.35
ORD_0032,CUST_004,NAB005,Water Mineral 500ml,Water,4,1.2,4.8,0.2
ORD_0032,CUST_004,BEER002,Craft IPA 473ml,Craft,1,5.0,5.0,0.4
ORD_0032,CUST_004,BEER008,Amber Ale 355ml,Amber,1,4.2,4.2,0.37
ORD_0032,CUST_004,BEER007,Pale Ale 473ml,Pale,1,4.75,4.75,0.41
ORD_0033,CUST_004,BEER007,Pale Ale 473ml,Pale,577,4.75,2740.75,0.41
ORD_0033,CUST_004,BEER003,Light Beer 355ml,Light,22,3.0,66.0,0.3
ORD_0033,CUST_004,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_0033,CUST_004,WINE001,Red Wine Premium 750ml,Red,1,15.0,15.0,0.5
ORD_0033,CUST_004,SPIR004,Gin Premium 750ml,Gin,1,28.0,28.0,0.46
ORD_0033,CUST_004,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_0033,CUST_004,BEER005,Pilsner 330ml,Pilsner,1,3.2,3.2,0.32
ORD_0033,CUST_004,SPIR003,Rum Gold 750ml,Rum,1,22.0,22.0,0.42
ORD_0034,CUST_004,WINE001,Red Wine Premium 750ml,Red,107,15.0,1605.0,0.5
ORD_0035,CUST_004,BEER001,Premium Lager 355ml,Premium,878,3.5,3073.0,0.35
ORD_0035,CUST_004,BEER008,Amber Ale 355ml,Amber,155,4.2,651.0,0.37
ORD_0036,CUST_004,NAB001,Sparkling Water 500ml,Sparkling,236,1.5,354.0,0.4
ORD_0036,CUST_004,SPIR003,Rum Gold 750ml,Rum,8,22.0,176.0,0.42
ORD_0036,CUST_004,NAB004,Soda Cola 355ml,Soda,126,1.8,226.8,0.25
ORD_0036,CUST_004,BEER002,Craft IPA 473ml,Craft,15,5.0,75.0,0.4
ORD_0036,CUST_004,WINE002,White Wine 750ml,White,3,12.0,36.0,0.45
ORD_0036,CUST_004,BEER006,Stout 355ml,Stout,1,4.8,4.8,0.42
ORD_0036,CUST_004,NAB002,Energy Drink 250ml,Energy,1,2.5,2.5,0.35
ORD_0037,CUST_004,BEER003,Light Beer 355ml,Light,632,3.0,1896.0,0.3
ORD_0037,CUST_004,WINE004,Rose Wine 750ml,Rose,47,10.0,470.0,0.4
ORD_0037,CUST_004,SPIR004,Gin Premium 750ml,Gin,1,28.0,28.0,0.46
ORD_0037,CUST_004,NAB003,Juice Orange 1L,Juice,16,3.0,48.0,0.3
ORD_0038,CUST_004,SPIR003,Rum Gold 750ml,Rum,44,22.0,968.0,0.42
ORD_0038,CUST_004,NAB002,Energy Drink 250ml,Energy,139,2.5,347.5,0.35
ORD_0038,CUST_004,SPIR002,Whiskey 750ml,Whiskey,2,35.0,70.0,0.5
ORD_0038,CUST_004,NAB003,Juice Orange 1L,Juice,8,3.0,24.0,0.3
ORD_0038,CUST_004,WINE004,Rose Wine 750ml,Rose,3,10.0,30.0,0.4
ORD_0038,CUST_004,WINE001,Red Wine Premium 750ml,Red,1,15.0,15.0,0.5
ORD_0038,CUST_004,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_0039,CUST_004,NAB002,Energy Drink 250ml,Energy,410,2.5,1025.0,0.35
ORD_0039,CUST_004,SPIR002,Whiskey 750ml,Whiskey,2,35.0,70.0,0.5
ORD_0039,CUST_004,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_0039,CUST_004,BEER008,Amber Ale 355ml,Amber,1,4.2,4.2,0.37
ORD_0039,CUST_004,WINE001,Red Wine Premium 750ml,Red,1,15.0,15.0,0.5
ORD_0039,CUST_004,NAB004,Soda Cola 355ml,Soda,1,1.8,1.8,0.25
ORD_0040,CUST_004,SPIR001,Premium Vodka 750ml,Premium,56,25.0,1400.0,0.45
ORD_0040,CUST_004,BEER005,Pilsner 330ml,Pilsner,708,3.2,2265.6,0.32
ORD_0041,CUST_004,BEER003,Light Beer 355ml,Light,432,3.0,1296.0,0.3
ORD_0041,CUST_004,NAB005,Water Mineral 500ml,Water,213,1.2,255.6,0.2
ORD_0042,CUST_005,BEER006,Stout 355ml,Stout,145,4.8,696.0,0.42
ORD_0042,CUST_005,BEER004,Wheat Beer 473ml,Wheat,129,4.5,580.5,0.38
ORD_0042,CUST_005,WINE003,Sparkling Wine 750ml,Sparkling,1,18.0,18.0,0.55
ORD_0042,CUST_005,BEER008,Amber Ale 355ml,Amber,1,4.2,4.2,0.37
ORD_0042,CUST_005,NAB002,Energy Drink 250ml,Energy,1,2.5,2.5,0.35
ORD_0042,CUST_005,SPIR004,Gin Premium 750ml,Gin,1,28.0,28.0,0.46
ORD_0042,CUST_005,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_0043,CUST_005,WINE001,Red Wine Premium 750ml,Red,132,15.0,1980.0,0.5
ORD_0043,CUST_005,NAB001,Sparkling Water 500ml,Sparkling,178,1.5,267.0,0.4
ORD_0043,CUST_005,BEER006,Stout 355ml,Stout,102,4.8,489.6,0.42
ORD_0043,CUST_005,BEER007,Pale Ale 473ml,Pale,44,4.75,209.0,0.41
ORD_0043,CUST_005,NAB004,Soda Cola 355ml,Soda,1,1.8,1.8,0.25
ORD_0043,CUST_005,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_0043,CUST_005,BEER005,Pilsner 330ml,Pilsner,1,3.2,3.2,0.32
ORD_0043,CUST_005,BEER003,Light Beer 355ml,Light,1,3.0,3.0,0.3
ORD_0044,CUST_005,BEER003,Light Beer 355ml,Light,453,3.0,1359.0,0.3
ORD_0045,CUST_005,BEER008,Amber Ale 355ml,Amber,325,4.2,1365.0,0.37
ORD_0046,CUST_005,BEER004,Wheat Beer 473ml,Wheat,304,4.5,1368.0,0.38
ORD_0047,CUST_005,BEER004,Wheat Beer 473ml,Wheat,66,4.5,297.0,0.38
ORD_0047,CUST_005,NAB005,Water Mineral 500ml,Water,149,1.2,178.8,0.2
ORD_0047,CUST_005,BEER005,Pilsner 330ml,Pilsner,47,3.2,150.4,0.32
ORD_0048,CUST_005,BEER007,Pale Ale 473ml,Pale,213,4.75,1011.75,0.41
ORD_0048,CUST_005,WINE004,Rose Wine 750ml,Rose,5,10.0,50.0,0.4
ORD_0048,CUST_005,BEER002,Craft IPA 473ml,Craft,1,5.0,5.0,0.4
ORD_0048,CUST_005,BEER006,Stout 355ml,Stout,1,4.8,4.8,0.42
ORD_0048,CUST_005,NAB005,Water Mineral 500ml,Water,1,1.2,1.2,0.2
ORD_0048,CUST_005,NAB001,Sparkling Water 500ml,Sparkling,1,1.5,1.5,0.4
ORD_0048,CUST_005,BEER008,Amber Ale 355ml,Amber,1,4.2,4.2,0.37
ORD_0049,CUST_005,BEER007,Pale Ale 473ml,Pale,444,4.75,2109.0,0.41
ORD_0050,CUST_005,WINE001,Red Wine Premium 750ml,Red,39,15.0,585.0,0.5
ORD_0050,CUST_005,BEER006,Stout 355ml,Stout,270,4.8,1296.0,0.42
ORD_0050,CUST_005,BEER003,Light Beer 355ml,Light,27,3.0,81.0,0.3
ORD_0050,CUST_005,BEER008,Amber Ale 355ml,Amber,67,4.2,281.4,0.37
ORD_0051,CUST_005,SPIR006,Brandy 750ml,Brandy,77,32.0,2464.0,0.47
ORD_0052,CUST_005,BEER002,Craft IPA 473ml,Craft,293,5.0,1465.0,0.4
ORD_0052,CUST_005,SPIR003,Rum Gold 750ml,Rum,8,22.0,176.0,0.42
ORD_0052,CUST_005,BEER003,Light Beer 355ml,Light,47,3.0,141.0,0.3
ORD_0052,CUST_005,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_0052,CUST_005,BEER007,Pale Ale 473ml,Pale,37,4.75,175.75,0.41
ORD_0053,CUST_005,BEER001,Premium Lager 355ml,Premium,292,3.5,1022.0,0.35
ORD_0053,CUST_005,BEER008,Amber Ale 355ml,Amber,18,4.2,75.6,0.37
ORD_0053,CUST_005,WINE001,Red Wine Premium 750ml,Red,2,15.0,30.0,0.5
ORD_0053,CUST_005,SPIR002,Whiskey 750ml,Whiskey,6,35.0,210.0,0.5
ORD_0054,CUST_005,BEER007,Pale Ale 473ml,Pale,13,4.75,61.75,0.41
ORD_0054,CUST_005,WINE002,White Wine 750ml,White,85,12.0,1020.0,0.45
ORD_0055,CUST_005,SPIR002,Whiskey 750ml,Whiskey,74,35.0,2590.0,0.5
ORD_0055,CUST_005,BEER005,Pilsner 330ml,Pilsner,74,3.2,236.8,0.32
ORD_0055,CUST_005,BEER006,Stout 355ml,Stout,11,4.8,52.8,0.42
ORD_0055,CUST_005,NAB004,Soda Cola 355ml,Soda,49,1.8,88.2,0.25
ORD_0056,CUST_005,NAB004,Soda Cola 355ml,Soda,168,1.8,302.4,0.25
ORD_0056,CUST_005,WINE003,Sparkling Wine 750ml,Sparkling,55,18.0,990.0,0.55
ORD_0057,CUST_006,BEER008,Amber Ale 355ml,Amber,8,4.2,33.6,0.37
ORD_0057,CUST_006,BEER005,Pilsner 330ml,Pilsner,589,3.2,1884.8,0.32
ORD_0057,CUST_006,SPIR004,Gin Premium 750ml,Gin,2,28.0,56.0,0.46
ORD_0057,CUST_006,SPIR005,Tequila Silver 750ml,Tequila,1,30.0,30.0,0.48
ORD_0057,CUST_006,SPIR003,Rum Gold 750ml,Rum,1,22.0,22.0,0.42
ORD_0058,CUST_006,WINE004,Rose Wine 750ml,Rose,55,10.0,550.0,0.4
ORD_0058,CUST_006,WINE003,Sparkling Wine 750ml,Sparkling,25,18.0,450.0,0.55
ORD_0058,CUST_006,SPIR002,Whiskey 750ml,Whiskey,26,35.0,910.0,0.5
ORD_0058,CUST_006,SPIR004,Gin Premium 750ml,Gin,14,28.0,392.0,0.46
ORD_0058,CUST_006,WINE001,Red Wine Premium 750ml,Red,2,15.0,30.0,0.5
ORD_0058,CUST_006,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_0058,CUST_006,BEER001,Premium Lager 355ml,Premium,1,3.5,3.5,0.35
ORD_0059,CUST_006,BEER008,Amber Ale 355ml,Amber,126,4.2,529.2,0.37
ORD_0059,CUST_006,BEER004,Wheat Beer 473ml,Wheat,77,4.5,346.5,0.38
ORD_0059,CUST_006,WINE002,White Wine 750ml,White,30,12.0,360.0,0.45
ORD_0059,CUST_006,SPIR003,Rum Gold 750ml,Rum,16,22.0,352.0,0.42
ORD_0059,CUST_006,NAB002,Energy Drink 250ml,Energy,12,2.5,30.0,0.35
ORD_0059,CUST_006,SPIR002,Whiskey 750ml,Whiskey,1,35.0,35.0,0.5
ORD_0060,CUST_006,SPIR002,Whiskey 750ml,Whiskey,10,35.0,350.0,0.5
ORD_0060,CUST_006,WINE002,White Wine 750ml,White,98,12.0,1176.0,0.45
ORD_0060,CUST_006,BEER008,Amber Ale 355ml,Amber,8,4.2,33.6,0.37
ORD_0060,CUST_006,BEER005,Pilsner 330ml,Pilsner,36,3.2,115.2,0.32
ORD_0060,CUST_006,NAB002,Energy Drink 250ml,Energy,110,2.5,275.0,0.35
ORD_0060,CUST_006,BEER007,Pale Ale 473ml,Pale,1,4.75,4.75,0.41
ORD_0060,CUST_006,NAB004,Soda Cola 355ml,Soda,1,1.8,1.8,0.25
ORD_0061,CUST_006,BEER002,Craft IPA 473ml,Craft,61,5.0,305.0,0.4
ORD_0061,CUST_006,WINE002,White Wine 750ml,White,102,12.0,1224.0,0.45
ORD_0061,CUST_006,SPIR006,Brandy 750ml,Brandy,1,32.0,32.0,0.47
ORD_0062,CUST_006,BEER005,Pilsner 330ml,Pilsner,466,3.2,1491.2,0.32
ORD_0062,CUST_006,BEER004,Wheat Beer 473ml,Wheat,69,4.5,310.5,0.38
ORD_0063,CUST_006,SPIR001,Premium Vodka 750ml,Premium,46,25.0,1150.0,0.45
ORD_0064,CUST_006,NAB002,Energy Drink 250ml,Energy,27,2.5,67.5,0.35
ORD_0064,CUST_006,NAB005,Water Mineral 500ml,Water,1144,1.2,1372.8,0.2
ORD_0064,CUST_006,SPIR006,Brandy 750ml,Brandy,2,32.0,64.0,0.47
ORD_0064,CUST_006,SPIR004,Gin Premium 750ml,Gin,1,28.0,28.0,0.46
ORD_0065,CUST_007,BEER007,Pale Ale 473ml,Pale,55,4.75,261.25,0.41
ORD_0065,CUST_007,NAB001,Sparkling Water 500ml,Sparkling,925,1.5,1387.5,0.4
ORD_0065,CUST_007,BEER005,Pilsner 330ml,Pilsner,40,3.2,128.0,0.32
ORD_0065,CUST_007,SPIR001,Premium Vodka 750ml,Premium,9,25.0,225.0,0.45
ORD_0066,CUST_007,WINE001,Red Wine Premium 750ml,Red,203,15.0,3045.0,0.5
ORD_0067,CUST_007,NAB004,Soda Cola 355ml,Soda,2691,1.8,4843.8,0.25
