visit_id,customer_id,visit_date,sales_rep_id,visit_duration,visit_outcome,next_visit_scheduled
VIS_0031,CUST_003,2025-04-03 00:20:27.804591,REP_11,102,Long Discussion,2025-04-12 00:20:27.804591
VIS_0032,CUST_003,2025-04-10 00:20:27.804591,REP_03,116,Brief,2025-05-01 00:20:27.804591
VIS_0033,CUST_003,2025-04-17 00:20:27.804591,REP_17,51,Productive,2025-04-24 00:20:27.804591
VIS_0034,CUST_003,2025-05-01 00:20:27.804591,REP_09,59,Productive,2025-05-22 00:20:27.804591
VIS_0035,CUST_003,2025-05-08 00:20:27.804591,REP_05,107,Brief,2025-05-22 00:20:27.804591
VIS_0036,CUST_003,2025-05-22 00:20:27.804591,REP_10,59,Productive,2025-06-10 00:20:27.804591
VIS_0037,CUST_003,2025-06-05 00:20:27.804591,REP_10,74,Long Discussion,2025-06-19 00:20:27.804591
VIS_0038,CUST_003,2025-06-12 00:20:27.804591,REP_16,118,Long Discussion,2025-06-30 00:20:27.804591
VIS_0039,CUST_003,2025-06-19 00:20:27.804591,REP_02,67,Brief,2025-07-03 00:20:27.804591
VIS_0040,CUST_003,2025-06-26 00:20:27.804591,REP_13,65,Long Discussion,2025-07-10 00:20:27.804591
VIS_0041,CUST_003,2025-07-03 00:20:27.804591,REP_17,57,Long Discussion,2025-07-22 00:20:27.804591
VIS_0042,CUST_003,2025-07-10 00:20:27.804591,REP_19,31,Brief,2025-07-24 00:20:27.804591
VIS_0043,CUST_003,2025-07-17 00:20:27.804591,REP_03,32,Productive,2025-08-02 00:20:27.804591
VIS_0044,CUST_003,2025-07-24 00:20:27.804591,REP_18,67,Brief,2025-08-02 00:20:27.804591
VIS_0045,CUST_003,2025-07-31 00:20:27.804591,REP_06,104,Long Discussion,2025-08-10 00:20:27.804591
VIS_0046,CUST_003,2025-08-07 00:20:27.804591,REP_09,46,Productive,2025-08-16 00:20:27.804591
VIS_0047,CUST_003,2025-08-14 00:20:27.804591,REP_14,75,Long Discussion,2025-08-26 00:20:27.804591
VIS_0048,CUST_003,2025-08-28 00:20:27.804591,REP_02,53,Brief,2025-09-12 00:20:27.804591
VIS_0049,CUST_003,2025-09-04 00:20:27.804591,REP_01,73,Long Discussion,2025-09-16 00:20:27.804591
VIS_0050,CUST_003,2025-09-11 00:20:27.804591,REP_19,102,Productive,2025-09-23 00:20:27.804591
VIS_0051,CUST_003,2025-10-09 00:20:27.804591,REP_12,78,Brief,2025-10-17 00:20:27.804591
VIS_0052,CUST_003,2025-10-16 00:20:27.804591,REP_08,66,Productive,2025-11-06 00:20:27.804591
VIS_0053,CUST_004,2025-04-03 00:20:27.804591,REP_15,118,Productive,2025-04-18 00:20:27.804591
VIS_0054,CUST_004,2025-05-17 00:20:27.804591,REP_07,39,Long Discussion,2025-05-27 00:20:27.804591
VIS_0055,CUST_004,2025-06-08 00:20:27.804591,REP_20,113,Brief,2025-06-18 00:20:27.804591
VIS_0056,CUST_004,2025-06-30 00:20:27.804591,REP_15,99,Long Discussion,2025-07-19 00:20:27.804591
VIS_0057,CUST_004,2025-07-22 00:20:27.804591,REP_09,71,Long Discussion,2025-07-29 00:20:27.804591
VIS_0058,CUST_004,2025-09-04 00:20:27.804591,REP_04,49,Long Discussion,2025-09-13 00:20:27.804591
VIS_0059,CUST_004,2025-09-26 00:20:27.804591,REP_04,39,Productive,2025-10-09 00:20:27.804591
VIS_0060,CUST_004,2025-10-18 00:20:27.804591,REP_05,42,Long Discussion,2025-11-02 00:20:27.804591
VIS_0061,CUST_005,2025-04-03 00:20:27.804591,REP_09,93,Long Discussion,2025-04-18 00:20:27.804591
VIS_0062,CUST_005,2025-04-11 00:20:27.804591,REP_15,111,Brief,2025-04-18 00:20:27.804591
VIS_0063,CUST_005,2025-04-19 00:20:27.804591,REP_12,33,Brief,2025-04-26 00:20:27.804591
VIS_0064,CUST_005,2025-04-27 00:20:27.804591,REP_01,111,Brief,2025-05-18 00:20:27.804591
VIS_0065,CUST_005,2025-05-05 00:20:27.804591,REP_07,53,Brief,2025-05-18 00:20:27.804591
VIS_0066,CUST_005,2025-05-13 00:20:27.804591,REP_09,114,Productive,2025-05-22 00:20:27.804591
VIS_0067,CUST_005,2025-05-21 00:20:27.804591,REP_15,49,Productive,2025-06-09 00:20:27.804591
VIS_0068,CUST_005,2025-05-29 00:20:27.804591,REP_17,36,Brief,2025-06-16 00:20:27.804591
VIS_0069,CUST_005,2025-06-06 00:20:27.804591,REP_16,95,Long Discussion,2025-06-25 00:20:27.804591
VIS_0070,CUST_005,2025-06-22 00:20:27.804591,REP_15,107,Long Discussion,2025-07-06 00:20:27.804591
VIS_0071,CUST_005,2025-06-30 00:20:27.804591,REP_11,50,Long Discussion,2025-07-17 00:20:27.804591
VIS_0072,CUST_005,2025-07-08 00:20:27.804591,REP_19,109,Brief,2025-07-28 00:20:27.804591
VIS_0073,CUST_005,2025-07-24 00:20:27.804591,REP_04,96,Brief,2025-08-05 00:20:27.804591
VIS_0074,CUST_005,2025-08-01 00:20:27.804591,REP_04,116,Long Discussion,2025-08-16 00:20:27.804591
VIS_0075,CUST_005,2025-08-09 00:20:27.804591,REP_17,76,Brief,2025-08-27 00:20:27.804591
VIS_0076,CUST_005,2025-08-25 00:20:27.804591,REP_06,81,Productive,2025-09-12 00:20:27.804591
VIS_0077,CUST_005,2025-09-02 00:20:27.804591,REP_04,83,Brief,2025-09-10 00:20:27.804591
VIS_0078,CUST_005,2025-09-10 00:20:27.804591,REP_19,70,Productive,2025-09-24 00:20:27.804591
VIS_0079,CUST_005,2025-09-26 00:20:27.804591,REP_18,93,Productive,2025-10-08 00:20:27.804591
VIS_0080,CUST_005,2025-10-04 00:20:27.804591,REP_08,54,Productive,2025-10-12 00:20:27.804591
VIS_0081,CUST_006,2025-04-03 00:20:27.804591,REP_08,39,Long Discussion,2025-04-13 00:20:27.804591
VIS_0082,CUST_006,2025-04-17 00:20:27.804591,REP_16,72,Brief,2025-05-08 00:20:27.804591
VIS_0083,CUST_006,2025-05-01 00:20:27.804591,REP_14,42,Brief,2025-05-14 00:20:27.804591
VIS_0084,CUST_006,2025-05-15 00:20:27.804591,REP_02,48,Productive,2025-06-03 00:20:27.804591
VIS_0085,CUST_006,2025-05-29 00:20:27.804591,REP_01,35,Productive,2025-06-12 00:20:27.804591
VIS_0086,CUST_006,2025-06-12 00:20:27.804591,REP_10,114,Long Discussion,2025-07-01 00:20:27.804591
VIS_0087,CUST_006,2025-06-26 00:20:27.804591,REP_17,115,Brief,2025-07-03 00:20:27.804591
VIS_0088,CUST_006,2025-07-24 00:20:27.804591,REP_05,71,Productive,2025-08-08 00:20:27.804591
VIS_0089,CUST_006,2025-08-21 00:20:27.804591,REP_14,54,Productive,2025-09-06 00:20:27.804591
VIS_0090,CUST_006,2025-09-18 00:20:27.804591,REP_07,93,Brief,2025-10-04 00:20:27.804591
VIS_0091,CUST_006,2025-10-02 00:20:27.804591,REP_18,89,Long Discussion,2025-10-18 00:20:27.804591
VIS_0092,CUST_007,2025-04-11 00:20:27.804591,REP_13,53,Productive,2025-04-24 00:20:27.804591
VIS_0093,CUST_007,2025-04-19 00:20:27.804591,REP_16,70,Productive,2025-04-27 00:20:27.804591
VIS_0094,CUST_007,2025-04-23 00:20:27.804591,REP_12,50,Long Discussion,2025-05-04 00:20:27.804591
VIS_0095,CUST_007,2025-05-01 00:20:27.804591,REP_16,47,Long Discussion,2025-05-08 00:20:27.804591
VIS_0096,CUST_007,2025-05-05 00:20:27.804591,REP_15,107,Productive,2025-05-23 00:20:27.804591
VIS_0097,CUST_007,2025-05-09 00:20:27.804591,REP_10,62,Long Discussion,2025-05-25 00:20:27.804591
VIS_0098,CUST_007,2025-05-13 00:20:27.804591,REP_04,105,Long Discussion,2025-05-29 00:20:27.804591
VIS_0099,CUST_007,2025-05-17 00:20:27.804591,REP_09,70,Long Discussion,2025-06-02 00:20:27.804591
VIS_0100,CUST_007,2025-05-29 00:20:27.804591,REP_06,111,Brief,2025-06-15 00:20:27.804591
VIS_0101,CUST_007,2025-06-02 00:20:27.804591,REP_09,30,Long Discussion,2025-06-23 00:20:27.804591
VIS_0102,CUST_007,2025-06-10 00:20:27.804591,REP_16,87,Long Discussion,2025-06-18 00:20:27.804591
VIS_0103,CUST_007,2025-06-18 00:20:27.804591,REP_08,115,Long Discussion,2025-07-01 00:20:27.804591
VIS_0104,CUST_007,2025-06-22 00:20:27.804591,REP_01,112,Brief,2025-06-29 00:20:27.804591
VIS_0105,CUST_007,2025-06-26 00:20:27.804591,REP_04,99,Productive,2025-07-08 00:20:27.804591
VIS_0106,CUST_007,2025-06-30 00:20:27.804591,REP_04,33,Productive,2025-07-08 00:20:27.804591
VIS_0107,CUST_007,2025-07-04 00:20:27.804591,REP_14,87,Productive,2025-07-11 00:20:27.804591
VIS_0108,CUST_007,2025-07-08 00:20:27.804591,REP_19,43,Brief,2025-07-19 00:20:27.804591
VIS_0109,CUST_007,2025-07-16 00:20:27.804591,REP_14,39,Long Discussion,2025-07-29 00:20:27.804591
VIS_0110,CUST_007,2025-07-28 00:20:27.804591,REP_01,41,Long Discussion,2025-08-09 00:20:27.804591
VIS_0111,CUST_007,2025-08-01 00:20:27.804591,REP_09,60,Brief,2025-08-08 00:20:27.804591
VIS_0112,CUST_007,2025-08-09 00:20:27.804591,REP_06,80,Long Discussion,2025-08-21 00:20:27.804591
VIS_0113,CUST_007,2025-08-13 00:20:27.804591,REP_13,118,Brief,2025-08-27 00:20:27.804591
VIS_0114,CUST_007,2025-08-17 00:20:27.804591,REP_13,76,Long Discussion,2025-08-31 00:20:27.804591
VIS_0115,CUST_007,2025-08-29 00:20:27.804591,REP_16,91,Brief,2025-09-06 00:20:27.804591
VIS_0116,CUST_007,2025-09-06 00:20:27.804591,REP_14,96,Brief,2025-09-22 00:20:27.804591
VIS_0117,CUST_007,2025-09-10 00:20:27.804591,REP_05,60,Productive,2025-09-17 00:20:27.804591
VIS_0118,CUST_007,2025-09-14 00:20:27.804591,REP_10,84,Long Discussion,2025-09-23 00:20:27.804591
VIS_0119,CUST_007,2025-09-18 00:20:27.804591,REP_16,111,Productive,2025-10-08 00:20:27.804591
VIS_0120,CUST_007,2025-09-22 00:20:27.804591,REP_04,78,Brief,2025-10-02 00:20:27.804591
VIS_0121,CUST_007,2025-10-04 00:20:27.804591,REP_01,71,Productive,2025-10-23 00:20:27.804591
VIS_0122,CUST_007,2025-10-12 00:20:27.804591,REP_18,106,Productive,2025-10-26 00:20:27.804591
VIS_0123,CUST_008,2025-04-03 00:20:27.804591,REP_14,49,Long Discussion,2025-04-13 00:20:27.804591
VIS_0124,CUST_008,2025-04-11 00:20:27.804591,REP_19,113,Brief,2025-04-19 00:20:27.804591
VIS_0125,CUST_008,2025-04-19 00:20:27.804591,REP_02,91,Productive,2025-05-09 00:20:27.804591
VIS_0126,CUST_008,2025-05-05 00:20:27.804591,REP_04,80,Long Discussion,2025-05-12 00:20:27.804591
VIS_0127,CUST_008,2025-05-13 00:20:27.804591,REP_15,37,Brief,2025-05-29 00:20:27.804591
VIS_0128,CUST_008,2025-05-21 00:20:27.804591,REP_04,45,Brief,2025-06-07 00:20:27.804591
VIS_0129,CUST_008,2025-06-06 00:20:27.804591,REP_16,86,Long Discussion,2025-06-19 00:20:27.804591
VIS_0130,CUST_008,2025-06-14 00:20:27.804591,REP_04,106,Long Discussion,2025-06-25 00:20:27.804591
VIS_0131,CUST_008,2025-06-22 00:20:27.804591,REP_02,102,Long Discussion,2025-07-05 00:20:27.804591
VIS_0132,CUST_008,2025-06-30 00:20:27.804591,REP_18,89,Brief,2025-07-16 00:20:27.804591
VIS_0133,CUST_008,2025-07-08 00:20:27.804591,REP_03,49,Productive,2025-07-24 00:20:27.804591
VIS_0134,CUST_008,2025-07-24 00:20:27.804591,REP_01,95,Long Discussion,2025-08-12 00:20:27.804591
VIS_0135,CUST_008,2025-08-01 00:20:27.804591,REP_17,69,Long Discussion,2025-08-15 00:20:27.804591
VIS_0136,CUST_008,2025-08-09 00:20:27.804591,REP_19,99,Long Discussion,2025-08-30 00:20:27.804591
VIS_0137,CUST_008,2025-08-17 00:20:27.804591,REP_09,57,Brief,2025-08-29 00:20:27.804591
VIS_0138,CUST_008,2025-08-25 00:20:27.804591,REP_17,80,Long Discussion,2025-09-11 00:20:27.804591
VIS_0139,CUST_008,2025-09-02 00:20:27.804591,REP_06,87,Brief,2025-09-23 00:20:27.804591
VIS_0140,CUST_008,2025-09-10 00:20:27.804591,REP_08,31,Productive,2025-09-26 00:20:27.804591
VIS_0141,CUST_008,2025-09-26 00:20:27.804591,REP_11,62,Brief,2025-10-16 00:20:27.804591
VIS_0142,CUST_008,2025-10-04 00:20:27.804591,REP_12,32,Productive,2025-10-23 00:20:27.804591
VIS_0143,CUST_009,2025-04-03 00:20:27.804591,REP_05,114,Productive,2025-04-11 00:20:27.804591
VIS_0144,CUST_009,2025-04-11 00:20:27.804591,REP_17,38,Brief,2025-04-18 00:20:27.804591
VIS_0145,CUST_009,2025-04-15 00:20:27.804591,REP_18,53,Brief,2025-05-04 00:20:27.804591
VIS_0146,CUST_009,2025-04-23 00:20:27.804591,REP_20,112,Productive,2025-05-10 00:20:27.804591
VIS_0147,CUST_009,2025-04-27 00:20:27.804591,REP_03,83,Brief,2025-05-04 00:20:27.804591
VIS_0148,CUST_009,2025-05-01 00:20:27.804591,REP_06,114,Productive,2025-05-18 00:20:27.804591
VIS_0149,CUST_009,2025-05-05 00:20:27.804591,REP_19,82,Long Discussion,2025-05-15 00:20:27.804591
VIS_0150,CUST_009,2025-05-09 00:20:27.804591,REP_18,40,Productive,2025-05-17 00:20:27.804591
VIS_0151,CUST_009,2025-05-21 00:20:27.804591,REP_04,95,Long Discussion,2025-05-29 00:20:27.804591
VIS_0152,CUST_009,2025-05-29 00:20:27.804591,REP_19,32,Productive,2025-06-09 00:20:27.804591
VIS_0153,CUST_009,2025-06-06 00:20:27.804591,REP_10,85,Long Discussion,2025-06-17 00:20:27.804591
VIS_0154,CUST_009,2025-06-10 00:20:27.804591,REP_09,37,Brief,2025-06-27 00:20:27.804591
VIS_0155,CUST_009,2025-06-18 00:20:27.804591,REP_04,107,Productive,2025-07-04 00:20:27.804591
VIS_0156,CUST_009,2025-06-22 00:20:27.804591,REP_05,93,Long Discussion,2025-07-08 00:20:27.804591
VIS_0157,CUST_009,2025-07-12 00:20:27.804591,REP_06,85,Long Discussion,2025-07-28 00:20:27.804591
VIS_0158,CUST_009,2025-07-16 00:20:27.804591,REP_20,94,Brief,2025-08-02 00:20:27.804591
VIS_0159,CUST_009,2025-07-20 00:20:27.804591,REP_14,96,Productive,2025-08-10 00:20:27.804591
VIS_0160,CUST_009,2025-07-28 00:20:27.804591,REP_03,84,Long Discussion,2025-08-10 00:20:27.804591
VIS_0161,CUST_009,2025-08-05 00:20:27.804591,REP_04,91,Brief,2025-08-22 00:20:27.804591
VIS_0162,CUST_009,2025-08-09 00:20:27.804591,REP_20,65,Productive,2025-08-16 00:20:27.804591
VIS_0163,CUST_009,2025-08-13 00:20:27.804591,REP_16,36,Long Discussion,2025-08-20 00:20:27.804591
VIS_0164,CUST_009,2025-08-17 00:20:27.804591,REP_17,74,Long Discussion,2025-08-26 00:20:27.804591
VIS_0165,CUST_009,2025-08-21 00:20:27.804591,REP_01,62,Long Discussion,2025-09-07 00:20:27.804591
VIS_0166,CUST_009,2025-08-25 00:20:27.804591,REP_19,119,Brief,2025-09-12 00:20:27.804591
VIS_0167,CUST_009,2025-08-29 00:20:27.804591,REP_10,30,Productive,2025-09-08 00:20:27.804591
VIS_0168,CUST_009,2025-09-02 00:20:27.804591,REP_03,76,Productive,2025-09-20 00:20:27.804591
VIS_0169,CUST_009,2025-09-14 00:20:27.804591,REP_12,105,Long Discussion,2025-09-30 00:20:27.804591
VIS_0170,CUST_009,2025-09-18 00:20:27.804591,REP_05,117,Brief,2025-10-04 00:20:27.804591
VIS_0171,CUST_009,2025-09-22 00:20:27.804591,REP_15,83,Brief,2025-10-09 00:20:27.804591
VIS_0172,CUST_009,2025-09-30 00:20:27.804591,REP_19,74,Long Discussion,2025-10-21 00:20:27.804591
VIS_0173,CUST_009,2025-10-04 00:20:27.804591,REP_12,39,Long Discussion,2025-10-20 00:20:27.804591
VIS_0174,CUST_009,2025-10-08 00:20:27.804591,REP_01,47,Brief,2025-10-18 00:20:27.804591
VIS_0175,CUST_009,2025-10-12 00:20:27.804591,REP_20,47,Productive,2025-10-26 00:20:27.804591
VIS_0176,CUST_010,2025-04-03 00:20:27.804591,REP_16,37,Long Discussion,2025-04-15 00:20:27.804591
VIS_0177,CUST_010,2025-04-17 00:20:27.804591,REP_06,84,Long Discussion,2025-04-26 00:20:27.804591
VIS_0178,CUST_010,2025-05-01 00:20:27.804591,REP_12,77,Brief,2025-05-11 00:20:27.804591
VIS_0179,CUST_010,2025-05-15 00:20:27.804591,REP_09,98,Productive,2025-05-23 00:20:27.804591
VIS_0180,CUST_010,2025-05-29 00:20:27.804591,REP_01,45,Productive,2025-06-10 00:20:27.804591
VIS_0181,CUST_010,2025-06-12 00:20:27.804591,REP_11,91,Brief,2025-06-28 00:20:27.804591
VIS_0182,CUST_010,2025-06-26 00:20:27.804591,REP_04,116,Brief,2025-07-16 00:20:27.804591
VIS_0183,CUST_010,2025-07-24 00:20:27.804591,REP_18,76,Brief,2025-08-12 00:20:27.804591
VIS_0184,CUST_010,2025-08-21 00:20:27.804591,REP_07,90,Brief,2025-08-28 00:20:27.804591
VIS_0185,CUST_010,2025-09-04 00:20:27.804591,REP_07,108,Brief,2025-09-14 00:20:27.804591
VIS_0186,CUST_010,2025-09-18 00:20:27.804591,REP_11,51,Brief,2025-09-27 00:20:27.804591
VIS_0187,CUST_010,2025-10-02 00:20:27.804591,REP_08,48,Brief,2025-10-12 00:20:27.804591
VIS_0188,CUST_010,2025-10-16 00:20:27.804591,REP_05,42,Long Discussion,2025-10-26 00:20:27.804591
VIS_0189,CUST_011,2025-04-28 00:20:27.804591,REP_19,85,Brief,2025-05-11 00:20:27.804591
VIS_0190,CUST_011,2025-05-23 00:20:27.804591,REP_01,92,Productive,2025-06-13 00:20:27.804591
VIS_0191,CUST_011,2025-06-17 00:20:27.804591,REP_01,31,Brief,2025-07-05 00:20:27.804591
VIS_0192,CUST_011,2025-07-12 00:20:27.804591,REP_11,71,Long Discussion,2025-07-27 00:20:27.804591
VIS_0193,CUST_011,2025-08-06 00:20:27.804591,REP_10,96,Productive,2025-08-22 00:20:27.804591
VIS_0194,CUST_011,2025-09-25 00:20:27.804591,REP_18,50,Long Discussion,2025-10-08 00:20:27.804591
VIS_0195,CUST_012,2025-04-03 00:20:27.804591,REP_12,96,Brief,2025-04-21 00:20:27.804591
VIS_0196,CUST_012,2025-04-22 00:20:27.804591,REP_07,87,Productive,2025-05-11 00:20:27.804591
VIS_0197,CUST_012,2025-05-11 00:20:27.804591,REP_06,110,Long Discussion,2025-05-23 00:20:27.804591
VIS_0198,CUST_012,2025-07-26 00:20:27.804591,REP_17,37,Brief,2025-08-07 00:20:27.804591
VIS_0199,CUST_012,2025-08-14 00:20:27.804591,REP_05,83,Productive,2025-09-02 00:20:27.804591
VIS_0200,CUST_012,2025-09-02 00:20:27.804591,REP_03,82,Brief,2025-09-14 00:20:27.804591
VIS_0201,CUST_012,2025-10-10 00:20:27.804591,REP_12,55,Productive,2025-10-27 00:20:27.804591
VIS_0202,CUST_013,2025-04-15 00:20:27.804591,REP_10,42,Brief,2025-05-06 00:20:27.804591
VIS_0203,CUST_013,2025-04-27 00:20:27.804591,REP_11,78,Long Discussion,2025-05-12 00:20:27.804591
VIS_0204,CUST_013,2025-05-03 00:20:27.804591,REP_14,57,Long Discussion,2025-05-17 00:20:27.804591
VIS_0205,CUST_013,2025-05-09 00:20:27.804591,REP_15,105,Long Discussion,2025-05-24 00:20:27.804591
VIS_0206,CUST_013,2025-05-15 00:20:27.804591,REP_17,33,Long Discussion,2025-06-04 00:20:27.804591
VIS_0207,CUST_013,2025-05-21 00:20:27.804591,REP_17,53,Long Discussion,2025-06-11 00:20:27.804591
VIS_0208,CUST_013,2025-05-27 00:20:27.804591,REP_03,52,Long Discussion,2025-06-05 00:20:27.804591
VIS_0209,CUST_013,2025-06-02 00:20:27.804591,REP_08,114,Long Discussion,2025-06-15 00:20:27.804591
VIS_0210,CUST_013,2025-06-14 00:20:27.804591,REP_12,54,Long Discussion,2025-06-28 00:20:27.804591
VIS_0211,CUST_013,2025-06-26 00:20:27.804591,REP_10,72,Productive,2025-07-05 00:20:27.804591
VIS_0212,CUST_013,2025-07-02 00:20:27.804591,REP_13,49,Productive,2025-07-11 00:20:27.804591
VIS_0213,CUST_013,2025-07-08 00:20:27.804591,REP_07,65,Brief,2025-07-28 00:20:27.804591
VIS_0214,CUST_013,2025-07-14 00:20:27.804591,REP_09,46,Long Discussion,2025-07-30 00:20:27.804591
VIS_0215,CUST_013,2025-07-20 00:20:27.804591,REP_13,45,Productive,2025-08-04 00:20:27.804591
VIS_0216,CUST_013,2025-07-26 00:20:27.804591,REP_03,101,Long Discussion,2025-08-16 00:20:27.804591
VIS_0217,CUST_013,2025-08-07 00:20:27.804591,REP_14,102,Long Discussion,2025-08-26 00:20:27.804591
VIS_0218,CUST_013,2025-08-13 00:20:27.804591,REP_20,106,Brief,2025-08-25 00:20:27.804591
VIS_0219,CUST_013,2025-08-19 00:20:27.804591,REP_13,114,Long Discussion,2025-08-29 00:20:27.804591
VIS_0220,CUST_013,2025-08-25 00:20:27.804591,REP_05,108,Productive,2025-09-02 00:20:27.804591
VIS_0221,CUST_013,2025-08-31 00:20:27.804591,REP_19,96,Long Discussion,2025-09-13 00:20:27.804591
VIS_0222,CUST_013,2025-09-06 00:20:27.804591,REP_06,92,Long Discussion,2025-09-18 00:20:27.804591
VIS_0223,CUST_013,2025-09-24 00:20:27.804591,REP_02,61,Brief,2025-10-11 00:20:27.804591
VIS_0224,CUST_013,2025-09-30 00:20:27.804591,REP_01,76,Brief,2025-10-16 00:20:27.804591
VIS_0225,CUST_013,2025-10-06 00:20:27.804591,REP_14,52,Brief,2025-10-23 00:20:27.804591
VIS_0226,CUST_013,2025-10-12 00:20:27.804591,REP_19,79,Long Discussion,2025-10-23 00:20:27.804591
VIS_0227,CUST_013,2025-10-18 00:20:27.804591,REP_07,70,Productive,2025-11-02 00:20:27.804591
VIS_0228,CUST_014,2025-04-03 00:20:27.804591,REP_19,116,Productive,2025-04-20 00:20:27.804591
VIS_0229,CUST_014,2025-06-02 00:20:27.804591,REP_17,96,Brief,2025-06-21 00:20:27.804591
VIS_0230,CUST_014,2025-07-02 00:20:27.804591,REP_03,41,Productive,2025-07-16 00:20:27.804591
VIS_0231,CUST_014,2025-08-01 00:20:27.804591,REP_20,52,Productive,2025-08-19 00:20:27.804591
VIS_0232,CUST_014,2025-08-31 00:20:27.804591,REP_08,82,Long Discussion,2025-09-07 00:20:27.804591
VIS_0233,CUST_014,2025-09-30 00:20:27.804591,REP_11,101,Long Discussion,2025-10-15 00:20:27.804591
VIS_0234,CUST_015,2025-04-03 00:20:27.804591,REP_09,56,Brief,2025-04-12 00:20:27.804591
VIS_0235,CUST_015,2025-04-18 00:20:27.804591,REP_16,93,Brief,2025-04-28 00:20:27.804591
VIS_0236,CUST_015,2025-05-03 00:20:27.804591,REP_03,105,Productive,2025-05-20 00:20:27.804591
VIS_0237,CUST_015,2025-05-13 00:20:27.804591,REP_10,59,Long Discussion,2025-06-03 00:20:27.804591
VIS_0238,CUST_015,2025-05-18 00:20:27.804591,REP_08,35,Long Discussion,2025-06-01 00:20:27.804591
VIS_0239,CUST_015,2025-05-23 00:20:27.804591,REP_16,72,Brief,2025-06-07 00:20:27.804591
VIS_0240,CUST_015,2025-06-02 00:20:27.804591,REP_04,101,Productive,2025-06-17 00:20:27.804591
VIS_0241,CUST_015,2025-06-12 00:20:27.804591,REP_17,90,Brief,2025-06-26 00:20:27.804591
VIS_0242,CUST_015,2025-06-17 00:20:27.804591,REP_03,118,Productive,2025-06-25 00:20:27.804591
VIS_0243,CUST_015,2025-06-22 00:20:27.804591,REP_13,75,Long Discussion,2025-07-10 00:20:27.804591
